1.993175 3.034530 -4.706073 -10.851778 1.967557e-05 1.406767e-11 0.326542
1.997323 3.150093 -4.685225 -11.120911 2.064313e-05 7.569875e-12 0.893061
1.980501 3.151013 -4.683197 -11.099231 2.073972e-05 7.957361e-12 0.909949
1.981064 3.153220 -4.677491 -11.111080 2.101401e-05 7.743195e-12 1.162730
1.992552 3.154440 -4.668717 -11.094245 2.144286e-05 8.049250e-12 1.191561
1.983347 3.150105 -4.677576 -11.123418 2.100988e-05 7.526305e-12 1.302441
2.008184 3.183568 -4.664925 -11.130013 2.163092e-05 7.412884e-12 1.306820
1.998529 3.167421 -4.656692 -11.137211 2.204491e-05 7.291037e-12 1.399925
1.993530 3.171539 -4.661309 -11.135166 2.181176e-05 7.325439e-12 1.483887
1.989400 3.172866 -4.664204 -11.158992 2.166686e-05 6.934389e-12 1.494683
1.992307 3.151924 -4.666619 -11.076189 2.154671e-05 8.390944e-12 1.687575
1.980526 3.160488 -4.669464 -11.120236 2.140602e-05 7.581654e-12 1.732283
1.984214 3.152588 -4.666892 -11.094850 2.153319e-05 8.038045e-12 1.796144
1.985937 3.168400 -4.678337 -11.179290 2.097312e-05 6.617738e-12 1.841947
1.993292 3.161780 -4.657201 -11.113055 2.201906e-05 7.708057e-12 1.853795
1.998341 3.154244 -4.666535 -11.066481 2.155089e-05 8.580629e-12 1.895972
1.973707 3.171958 -4.672444 -11.150168 2.125965e-05 7.076727e-12 1.949865
1.990087 3.155278 -4.660063 -11.094131 2.187446e-05 8.051362e-12 2.013783
1.980702 3.153974 -4.665453 -11.111129 2.160462e-05 7.742320e-12 2.020908
1.973136 3.151618 -4.672588 -11.115133 2.125260e-05 7.671265e-12 2.028729
2.014783 3.191066 -4.660671 -11.128076 2.184382e-05 7.446021e-12 2.076417
1.981104 3.164761 -4.664831 -11.153861 2.163561e-05 7.016791e-12 2.133750
1.993064 3.160639 -4.657865 -11.094595 2.198545e-05 8.042756e-12 2.272691
2.025435 3.160067 -4.660369 -11.052877 2.185902e-05 8.853658e-12 2.404986
1.970250 3.160057 -4.668313 -11.132623 2.146284e-05 7.368457e-12 2.622842
1.968994 3.181776 -4.668511 -11.192733 2.145303e-05 6.416044e-12 2.775970
2.008684 3.167605 -4.661383 -11.072680 2.180804e-05 8.459021e-12 2.838400
1.988274 3.177766 -4.653589 -11.134898 2.220296e-05 7.329973e-12 2.889161
1.987443 3.194172 -4.650739 -11.178096 2.234914e-05 6.635967e-12 2.929856
2.011218 3.191340 -4.653784 -11.124159 2.219299e-05 7.513471e-12 2.948051
1.963210 3.161861 -4.672008 -11.145829 2.128100e-05 7.147774e-12 2.952972
1.970889 3.161281 -4.666619 -11.157693 2.154670e-05 6.955154e-12 2.987054
